title,attributes,rating,reviewCount,category,address,city,plusCode,website,phoneNumber,tuesday,wednesday,thursday,friday,saturday,sunday,monday,imgUrl,placeUrl,latitude,longitude
Coyote Point Recreation Area,"Bayside park offering a sizable playground with 6 slides, as well as trails & picnic areas.",4.6,893,Park,"1701 Coyote Point Dr, San Mateo, CA 94401, United States",San Mateo,"HMPJ+W9 San Mateo, California, USA",parks.smcgov.org,+1 650-573-2592,8AM–6PM,8AM–6PM,8AM–6PM,8AM–6PM,8AM–6PM,8AM–6PM,8AM–6PM,https://lh5.googleusercontent.com/p/AF1QipMT2JfCoYsD4TZfYTOPPuRuJ_-BbNvZCSQT0vr3=w408-h306-k-no,https://www.google.com/maps/place/Coyote+Point+Recreation+Area/data=!4m7!3m6!1s0x808f9dced8ddd96b:0xb1a7e13562043240!8m2!3d37.5872676!4d-122.3191012!16zL20vMDUzbjJo!19sChIJa9nd2M6dj4ARQDIEYjXhp7E,37.5873125,-122.3190625
San Mateo Central Park,"Vibrant, 16-acre park featuring Japanese gardens, a mini train ride, playground & ice-skating rink.",4.6,1683,Park,"50 E 5th Ave, San Mateo, CA 94401, United States",San Mateo,"HM6G+JM San Mateo, California, USA",https://www.cityofsanmateo.org/718/Central-Recreation-Center,+1 650-522-7400,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,https://lh5.googleusercontent.com/p/AF1QipMsBp8E7HMTUKAwQYu22YU0JHiE3pSCwIkokHN6=w426-h240-k-no,https://www.google.com/maps/place/San+Mateo+Central+Park/data=!4m7!3m6!1s0x808f9e6fc2d4e3b3:0x9eed5f5e33d2169d!8m2!3d37.5615973!4d-122.3232587!16s%2Fg%2F11g022gbts!19sChIJs-PUwm-ej4ARnRbSM15f7Z4,37.5615625,-122.3233125
CuriOdyssey,,4.6,1560,Non-profit organization,"1651 Coyote Point Dr, San Mateo, CA 94401, United States",San Mateo,"HMRJ+75 San Mateo, California, USA",https://curiodyssey.org/visit/hours-admission/,+1 650-342-7755,10AM–5PM,10AM–5PM,10AM–5PM,10AM–5PM,10AM–5PM,10AM–5PM,Closed,https://lh5.googleusercontent.com/p/AF1QipNLHDqu-WsJP_i-ROJ_YndFQ_J_isdZXfx57nbN=w408-h541-k-no,https://www.google.com/maps/place/CuriOdyssey/data=!4m7!3m6!1s0x808f9dc851530a89:0x4282a0e8b5ff604c!8m2!3d37.5907!4d-122.3196!16s%2Fm%2F0bmc87j!19sChIJiQpTUcidj4ARTGD_teiggkI,37.5906875,-122.3195625
Seal Point Park,"Waterfront area featuring windsurfing, a biking trail, dog park & outdoor classrooms led by rangers.",4.6,1299,Park,"1901 J Hart Clinton Dr, San Mateo, CA 94401, United States",San Mateo,"HMFX+J5 San Mateo, California, USA",https://cityofsanmateo.org/3384/Seal-Point-Park,+1 650-787-9153,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPZAge4iFsGPsbR_zkBQnOwsqIvp5IeXOIZQDBw=w408-h306-k-no,https://www.google.com/maps/place/Seal+Point+Park/data=!4m7!3m6!1s0x808f9e9b7c643ddb:0xced63d0427f413c8!8m2!3d37.5740543!4d-122.3021157!16s%2Fg%2F1tf7gxkq!19sChIJ2z1kfJuej4ARyBP0JwQ91s4,37.5740625,-122.3020625
Pulgas Water Temple,Beaux arts monument with a reflecting pool celebrating the Hetch Hetchy Aqueduct completed in 1934.,4.6,739,Monument,"56 Cañada Rd, Redwood City, CA 94062, United States",Redwood City,"FMMM+99 Redwood City, California, USA",https://sfpuc.org/learning/come-visit/pulgas-water-temple,+1 650-872-5900,9AM–4PM,9AM–4PM,9AM–4PM,9AM–4PM,9AM–4PM,9AM–4PM,9AM–4PM,https://lh5.googleusercontent.com/p/AF1QipMsgF_gt57mDtmifu0UiDoOoLBSO4ruOjFal2Tj=w408-h544-k-no,https://www.google.com/maps/place/Pulgas+Water+Temple/data=!4m7!3m6!1s0x808fa0341466c8f1:0x35aaf9caca753a32!8m2!3d37.4834543!4d-122.3165415!16zL20vMGMwcDFm!19sChIJ8chmFDSgj4ARMjp1ysr5qjU,37.4834375,-122.3165625
San Mateo County History Museum,"Family-friendly, interactive exhibits devoted to local cultural heritage in a historic courthouse.",4.5,296,History museum,"2200 Broadway, Redwood City, CA 94063, United States",Redwood City,"FQPC+R6 Redwood City, California, USA",https://historysmc.org/,+1 650-299-0104,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,10AM–4PM,Closed,https://lh5.googleusercontent.com/p/AF1QipO0s82b2i1BaCX0AvRb5JLVJqaoksIZR3sfweYj=w408-h264-k-no,https://www.google.com/maps/place/San+Mateo+County+History+Museum/data=!4m7!3m6!1s0x808fa252c6e302d5:0x7fc2fbf7dcef0603!8m2!3d37.4870705!4d-122.2294379!16s%2Fg%2F11cmg5cgj6!19sChIJ1QLjxlKij4ARAwbv3Pf7wn8,37.4870625,-122.2294375
Laurelwood Park,The city's largest park (225 acres) offers trails leading to Sugarloaf Mountain & scenic picnicking.,4.7,673,Park,"3471 Glendora Dr, San Mateo, CA 94403, United States",San Mateo,"GMGG+CP San Mateo, California, USA",https://www.cityofsanmateo.org/3345/LaurelwoodSugarloaf-Park,+1 650-522-7400,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,https://lh5.googleusercontent.com/p/AF1QipPt9v7f7bfvEIcmWe4MQDJh0gJHCZxqOLJYngsb=w408-h306-k-no,https://www.google.com/maps/place/Laurelwood+Park/data=!4m7!3m6!1s0x808f9fa52732d6fd:0x3e9cafe9b58dc5e0!8m2!3d37.5260495!4d-122.3232331!16s%2Fg%2F1th1cz9f!19sChIJ_dYyJ6Wfj4AR4MWNtemvnD4,37.5260625,-122.3231875
Junipero Serra Statue,,4.2,20,Historical landmark,"San Mateo, CA 94402, United States",San Mateo,"GJQP+9J San Mateo, California, USA",https://www.atlasobscura.com/places/junipero-serra-statue,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOmJkLjadHj3_SBKElSIUFbmaIRvm-eQejdgChQ=w408-h271-k-no,https://www.google.com/maps/place/Junipero+Serra+Statue/data=!4m7!3m6!1s0x808f9fda0a15f39f:0xcf2370ec35725915!8m2!3d37.538453!4d-122.3634737!16s%2Fg%2F11hbv7pz2d!19sChIJn_MVCtqfj4ARFVlyNexwI88,37.5384375,-122.3634375
Parkside Aquatic Park,"Bordered by a lagoon, this cozy park features a swimming beach, picnic areas & a boat launch ramp.",4.5,596,Park,"1595 Seal St, San Mateo, CA 94403, United States",San Mateo,"HP65+74 San Mateo, California, USA",https://www.cityofsanmateo.org/3340/Parkside-Aquatic-Park,+1 650-522-7434,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,https://lh5.googleusercontent.com/p/AF1QipNaTXrhtUd-3f19i4VDDkZHlZvsw6qkBwnuSUHg=w408-h306-k-no,https://www.google.com/maps/place/Parkside+Aquatic+Park/data=!4m7!3m6!1s0x808f9eeb0a406b2d:0x3d683f032c3ac01e!8m2!3d37.5607123!4d-122.2921323!16s%2Fg%2F1vr1wwbd!19sChIJLWtACuuej4ARHsA6LAM_aD0,37.5606875,-122.2921875
Indian Springs Park,,4.4,99,Park,"313 W 39th Ave, San Mateo, CA 94403, United States",San Mateo,"GMHW+9R San Mateo, California, USA",https://www.cityofsanmateo.org/3344/Indian-Springs-Park,+1 650-522-7434,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,https://lh5.googleusercontent.com/p/AF1QipMxH5NbXOfndfA-Uf70MCWXxyz2wBU-TRlxRBYh=w408-h306-k-no,https://www.google.com/maps/place/Indian+Springs+Park/data=!4m7!3m6!1s0x808f9f0f03149835:0xdec88b1ed0ef5a92!8m2!3d37.5284959!4d-122.3029669!16s%2Fg%2F11bzv2qkcg!19sChIJNZgUAw-fj4ARklrv0B6LyN4,37.5284375,-122.3029375
Paddock Park,"Small neighborhood park with a modern playground, lawns, picnic tables & restrooms.",4.6,231,Park,"2900 Baze Rd, San Mateo, CA 94403, United States",San Mateo,"GPV3+45 San Mateo, California, USA",https://www.cityofsanmateo.org/3348/Paddock-Park,+1 650-522-7434,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,https://lh5.googleusercontent.com/p/AF1QipPbgaoSiNIDE2YcEp8ubyz6z4Nc8_s4zNv52cjK=w408-h306-k-no,https://www.google.com/maps/place/Paddock+Park/data=!4m7!3m6!1s0x808f9f1d7734e34b:0xc091eb2879cd3157!8m2!3d37.5428186!4d-122.2970231!16s%2Fg%2F1pp2tzgvg!19sChIJS-M0dx2fj4ARVzHNeSjrkcA,37.5428125,-122.2970625
Año Nuevo State Park,State park with views of the shoreline showcases the unique geology of California's Central Coast.,4.8,1466,State park,"1 New Years Creek Rd, Pescadero, CA 94060, United States",Pescadero,"4M9R+PX Pescadero, California, USA",parks.ca.gov,+1 650-879-2025,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,8:30AM–5PM,https://lh5.googleusercontent.com/p/AF1QipN9Oumuts89oq5PrGOBPVFb1vCGvyTbVPn_mve-=w408-h272-k-no,https://www.google.com/maps/place/A%C3%B1o+Nuevo+State+Park/data=!4m7!3m6!1s0x808e559c3333fe4b:0xbc276df92b2e3ea4!8m2!3d37.1193293!4d-122.3075945!16zL20vMDIycmNr!19sChIJS_4zM5xVjoARpD4uK_ltJ7w,37.1193125,-122.3075625
Ryder Park,"Neighborhood park with striking, modern picnic pavilions, BBQs, a playground & seasonal splash pad.",4.6,409,Park,"1801 J Hart Clinton Dr, San Mateo, CA 94401, United States",San Mateo,"HMFR+WW San Mateo, California, USA",https://www.cityofsanmateo.org/3333/Ryder-Park,,7AM–8PM,7AM–8PM,7AM–8PM,7AM–8PM,7AM–8PM,7AM–8PM,7AM–8PM,https://lh5.googleusercontent.com/p/AF1QipO9KE_GtbklJELJGvukeS6hoG-N0_UYrhpbN7q_=w408-h306-k-no,https://www.google.com/maps/place/Ryder+Park/data=!4m7!3m6!1s0x808f9e8055fad2ed:0xb3adc672e155e8ca!8m2!3d37.5748453!4d-122.3076788!16s%2Fg%2F11bwnyg0zd!19sChIJ7dL6VYCej4ARyuhV4XLGrbM,37.5748125,-122.3076875
Laurie Meadows Park,"Bordered by a path, this 7.5-acre park features a lawn with a softball backstop & a playground.",4.6,340,Park,"111 Laurie Meadows Dr, San Mateo, CA 94403, United States",San Mateo,"GPM9+48 San Mateo, California, USA",https://www.cityofsanmateo.org/3346/Laurie-Meadows-Park,+1 650-522-7434,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,https://lh5.googleusercontent.com/p/AF1QipNnyiKfY16nl6lhQqEZWLuHIG5yMq2zK2EQippo=w408-h544-k-no,https://www.google.com/maps/place/Laurie+Meadows+Park/data=!4m7!3m6!1s0x808f9f3be35c456f:0xefc4a26330441afb!8m2!3d37.5327734!4d-122.2817014!16s%2Fg%2F1th63mbq!19sChIJb0Vc4zufj4AR-xpEMGOixO8,37.5328125,-122.2816875
Hiller Aviation Museum,"Museum on the history & future of flight with various aircrafts on display, plus a flight simulator.",4.6,1375,Museum,"601 Skyway Rd, San Carlos, CA 94070, United States",San Carlos,"GP7W+3Q San Carlos, California, USA",hiller.org,+1 650-654-0200,10AM–5PM,10AM–5PM,10AM–5PM,10AM–5PM,10AM–5PM,10AM–5PM,10AM–5PM,https://lh5.googleusercontent.com/p/AF1QipOy_aeauQyJm-dkMA1G8Y49vCXCnzFGDZASnOmN=w408-h306-k-no,https://www.google.com/maps/place/Hiller+Aviation+Museum/data=!4m7!3m6!1s0x808fa208b52fb3ef:0x99d920cb27fbde50!8m2!3d37.512718!4d-122.253009!16zL20vMDFuZ3E1!19sChIJ77MvtQiij4ARUN77J8sg2Zk,37.5126875,-122.2530625
Flood Park,"Green space with many oak & bay trees, plus a baseball field, tennis courts & several picnic areas.",4.3,450,Park,"215 Bay Rd, Menlo Park, CA 94025, United States",Menlo Park,"FRGH+29 Menlo Park, California, USA",parks.smcgov.org,+1 650-363-4022,8AM–8PM,8AM–8PM,8AM–5PM,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,https://lh5.googleusercontent.com/p/AF1QipNaNSbCstXKY-n_84ZFXtlyZDJAboVN7pmcqDJm=w408-h306-k-no,https://www.google.com/maps/place/Flood+Park/data=!4m7!3m6!1s0x808fbcb2818f5513:0xd97e9599916b45d5!8m2!3d37.475011!4d-122.171509!16s%2Fg%2F1tkl3kc0!19sChIJE1WPgbK8j4AR1UVrkZmVftk,37.4750625,-122.1715625
Wunderlich County Park,"Park with redwood trees, open meadows & biking/hiking trails, plus stables for horseback riding.",4.7,865,Park,"4040 Woodside Rd, Woodside, CA 94062, United States",Woodside,"CP5Q+W8 Woodside, California, USA",https://www.smcgov.org/parks/wunderlich-park,+1 650-851-1210,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,8AM–8PM,https://lh5.googleusercontent.com/p/AF1QipOhQnYqPWVvSHUI3XoyOTkBC0P8GsxTREBMr5pt=w408-h306-k-no,https://www.google.com/maps/place/Wunderlich+County+Park/data=!4m7!3m6!1s0x808fa42643dcef93:0x42f3ea411f4faf35!8m2!3d37.4097789!4d-122.261658!16s%2Fg%2F1ty74hj7!19sChIJk-_cQyakj4ARNa9PH0Hq80I,37.4098125,-122.2616875
Los Prados Park,"City park offering picnic areas, a playground & a variety of athletic courts & fields.",4.4,320,Park,"1837 Bahia St, San Mateo, CA 94403, United States",San Mateo,"GPR9+R5 San Mateo, California, USA",https://www.cityofsanmateo.org/3339/Los-Prados-Park,+1 650-522-7434,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,https://lh5.googleusercontent.com/p/AF1QipOyLxdsBlQiQzNHYiimpWoVJnLZqfYPzT1PsUWc=w408-h306-k-no,https://www.google.com/maps/place/Los+Prados+Park/data=!4m7!3m6!1s0x808f9f26aa3872c3:0xf553c459188ffd33!8m2!3d37.5420773!4d-122.2820652!16s%2Fg%2F1tk_pj01!19sChIJw3I4qiafj4ARM_2PGFnEU_U,37.5420625,-122.2820625
Balboa Park,"Sprawling outdoor destination is home to the city's renowned zoo, 17 museums, gardens & more.",4.8,65315,Park,"San Diego, CA, United States",San Diego,"PVM4+M5 San Diego, California, USA",balboapark.org,+1 619-239-0512,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipN3qQ1mN3ASZ1gyjkV3Dw12qu5-ddVZu5sEmrTN=w408-h408-k-no,https://www.google.com/maps/place/Balboa+Park/data=!4m7!3m6!1s0x80d95496fa70cb03:0xedf30b3cb015f6c4!8m2!3d32.7341479!4d-117.144553!16zL20vMDMzem4w!19sChIJA8tw-pZU2YARxPYVsDwL8-0,32.7341875,-117.1445625
Cabrillo National Monument,This historic lighthouse & national monument offers a storied history & views all the way to Mexico.,4.8,10142,Park,"1800 Cabrillo Memorial Dr, San Diego, CA 92106, United States",San Diego,"MQC5+W9 San Diego, California, USA",https://www.nps.gov/cabr/index.htm,+1 619-523-4285,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMK0oRH81I4_9MAv5hyfu_Dx7v1WK167fY7MTf1=w408-h544-k-no,https://www.google.com/maps/place/Cabrillo+National+Monument/data=!4m7!3m6!1s0x80deac405f87c57f:0xfea22d335a64608c!8m2!3d32.6722558!4d-117.2416094!16zL20vMDZxbHlu!19sChIJf8WHX0Cs3oARjGBkWjMtov4,32.6723125,-117.2415625
Seaport Village,"Waterside complex with shops, eateries, entertainment & relaxed grounds featuring fountains & ponds.",4.6,23847,Shopping mall,"849 W Harbor Dr, San Diego, CA 92101, United States",San Diego,"PR5H+JJ San Diego, California, USA",https://seaportvillage.com/,+1 619-530-0704,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipOLDH-JiRuEDatS7pqDRNSMMWErA6EUdpWyXDfO=w408-h544-k-no,https://www.google.com/maps/place/Seaport+Village/data=!4m7!3m6!1s0x80d95354fd94ac8f:0x3e4c5c4163d7af44!8m2!3d32.7090645!4d-117.1709366!16zL20vMDd0Mnpj!19sChIJj6yU_VRT2YARRK_XY0FcTD4,32.7090625,-117.1709375
Old Town San Diego State Historic Park,"Open-air museum about local life in the 1800s, with adobe buildings & interpretive performances.",4.7,24943,State park,"4002 Wallace St, San Diego, CA 92110, United States",San Diego,"QR32+XW San Diego, California, USA",http://www.parks.ca.gov/?page_id=663,+1 619-220-5422,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOR6Bl8f0X14NCln5Oh_n2o_VVvjWHUIBRppEqM=w408-h306-k-no,https://www.google.com/maps/place/Old+Town+San+Diego+State+Historic+Park/data=!4m7!3m6!1s0x80deaae75babd37b:0x5e830c04f3dd75b9!8m2!3d32.7549063!4d-117.1976407!16zL20vMDRjNmdq!19sChIJe9OrW-eq3oARuXXd8wQMg14,32.7549375,-117.1976875
Maritime Museum of San Diego,Waterfront venue showcasing many types of restored vintage ships & historical exhibits.,4.7,3457,Tourist attraction,"1492 N Harbor Dr, San Diego, CA 92101, United States",San Diego,"PRCG+9C San Diego, California, USA",sdmaritime.org,+1 619-234-9153,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,https://lh5.googleusercontent.com/p/AF1QipNE5Xh55cZNh2--0JwgysnLPftF1w13Py1Du3xX=w408-h306-k-no,https://www.google.com/maps/place/Maritime+Museum+of+San+Diego/data=!4m7!3m6!1s0x80deab52b605735b:0x3b78f0f944464662!8m2!3d32.7209355!4d-117.1739873!16zL20vMDhxdGZ4!19sChIJW3MFtlKr3oARYkZGRPnweDs,32.7209375,-117.1739375
Sunset Cliffs Natural Park,Natural cliffs overlooking the Pacific Ocean offer views of the coast & the occasional cliff diver.,4.8,6108,Park,"Ladera St, San Diego, CA 92107, United States",San Diego,"PP9W+63 San Diego, California, USA",https://www.sandiego.gov/park-and-recreation/parks/regional/shoreline/sunset,+1 619-525-8213,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNQ7cvS5_xzhYJv4z2YeILX5K3Fy5jRXTlRKNzb=w408-h248-k-no,https://www.google.com/maps/place/Sunset+Cliffs+Natural+Park/data=!4m7!3m6!1s0x80deabc34865ae03:0xea49f2d4b5e09115!8m2!3d32.718002!4d-117.2548558!16s%2Fg%2F1thxwjjl!19sChIJA65lSMOr3oARFZHgtdTySeo,32.7180625,-117.2548125
SeaWorld San Diego,"Marine life shows, thrill rides, aquariums & up-close encounters with dolphins, penguins & more.",4.4,41028,Theme park,"500 Sea World Dr., San Diego, CA 92109, United States",San Diego,"QQ7F+JF San Diego, California, USA",https://seaworld.com/san-diego/,+1 619-222-4732,10:30a.m.–5p.m.,10:30a.m.–5p.m.,10:30a.m.–5p.m.,10:30a.m.–5p.m.,10a.m.–8p.m.,10a.m.–7p.m.,10:30a.m.–5p.m.,https://lh5.googleusercontent.com/p/AF1QipPexn0qCRWLi2BQLH70n-w7bFNjPjzDkrdPfDVL=w408-h306-k-no,https://www.google.com/maps/place/SeaWorld+San+Diego/data=!4m7!3m6!1s0x80deaa60b159eb77:0xb8b8a676d2bbc3fe!8m2!3d32.7641067!4d-117.2262649!16zL20vMGM4Y2p3!19sChIJd-tZsWCq3oAR_sO70namuLg,32.7640625,-117.2263125
Belmont Park,"Vintage games, gift shops, rides & an iconic wooden roller coaster right next to the beach.",4.5,14611,Amusement park,"3146 Mission Blvd, San Diego, CA 92109, United States",San Diego,"QPCX+96 San Diego, California, USA",https://www.belmontpark.com/,+1 858-488-1549,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOXEfD7wqa44hjrcZYtKkJuN7WZp6PbsixAE1sm=w408-h271-k-no,https://www.google.com/maps/place/Belmont+Park/data=!4m7!3m6!1s0x80d954e299eb9719:0x146519427b49852f!8m2!3d32.770895!4d-117.2518979!16zL20vMDlmN2hx!19sChIJGZfrmeJU2YARL4VJe0IZZRQ,32.7709375,-117.2519375
Birch Aquarium at Scripps Institution of Oceanography,Interactive tide pools & exhibitions for all things under the sea in an oceanside building.,4.5,6038,Aquarium,"2300 Expedition Way, La Jolla, CA 92037, United States",La Jolla,"VP8X+8P La Jolla, San Diego, CA, USA",aquarium.ucsd.edu,+1 858-534-3474,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,9a.m.–5p.m.,https://lh5.googleusercontent.com/p/AF1QipNYcYkAOD9o0bgTtKSYqnlWwy83KVcA3B1Ya3j3=w408-h306-k-no,https://www.google.com/maps/place/Birch+Aquarium+at+Scripps+Institution+of+Oceanography/data=!4m7!3m6!1s0x80dc06b3fd50a7fb:0xbc5cbdfb7a585fa9!8m2!3d32.8658136!4d-117.250639!16zL20vMGd5aHNk!19sChIJ-6dQ_bMG3IARqV9Yevu9XLw,32.8658125,-117.2506875
The San Diego Museum of Art,"Venerable art museum with acclaimed works, plus a courtyard bar/bistro with sculpture garden views.",4.6,1837,Art museum,"1450 El Prado, San Diego, CA 92102, United States",San Diego,"PRJX+VR San Diego, California, USA",https://www.sdmart.org/,+1 619-232-7931,10a.m.–5p.m.,Closed,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,12–5p.m.,10a.m.–5p.m.,https://lh5.googleusercontent.com/p/AF1QipObYvDgwVhuA2735yhGjfmbQDccZMYX4vzYdqd9=w408-h375-k-no,https://www.google.com/maps/place/The+San+Diego+Museum+of+Art/data=!4m7!3m6!1s0x80d954bdeb25222f:0x792fd3a3e7d60310!8m2!3d32.732158!4d-117.15043!16zL20vMGJfNHEy!19sChIJLyIl671U2YAREAPW56PTL3k,32.7321875,-117.1504375
San Diego Zoo,"Zoo features giraffes, koalas, apes & more, plus a safari park for tours & a conservation society.",4.7,47639,Zoo,"2920 Zoo Dr, San Diego, CA 92101, United States",San Diego,"PVP2+49 San Diego, California, USA",zoo.sandiegozoo.org,+1 619-231-1515,9a.m.–6p.m.,9a.m.–6p.m.,9a.m.–6p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–9p.m.,9a.m.–6p.m.,https://lh5.googleusercontent.com/p/AF1QipNNuWCHobQ_9rgUEjaz1TJz-YatVFppO7RT9sK5=w408-h307-k-no,https://www.google.com/maps/place/San+Diego+Zoo/data=!4m7!3m6!1s0x80d95495497f80c9:0x5df0f4372635e247!8m2!3d32.735316!4d-117.149046!16zL20vMDF2MDVo!19sChIJyYB_SZVU2YARR-I1Jjf08F0,32.7353125,-117.1490625
Presidio Park,"Expansive park offers a cultural museum & historical sites, plus trails, city views & picnic space.",4.6,1485,Park,"2811 Jackson St, San Diego, CA 92110, United States",San Diego,"QR55+7M San Diego, California, USA",sandiego.gov,,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,6a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipN0YpHoRNaaYvZALFWWJ2Iss9TCVG_cQBD3o7a1=w408-h408-k-no,https://www.google.com/maps/place/Presidio+Park/data=!4m7!3m6!1s0x80deaadb7bb684d7:0x93634f654e243c50!8m2!3d32.7581942!4d-117.1908458!16s%2Fm%2F04g0qjg!19sChIJ14S2e9uq3oARUDwkTmVPY5M,32.7581875,-117.1908125
Old Town San Diego,,4.5,35,Tourist attraction,"2829 Juan St, San Diego, CA 92110, United States",San Diego,"QR43+83 San Diego, California, USA",oldtownsandiego.org,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPSFyK6hUTc-MVo4eAopT3Eze1W5u6b_14CmZo=w408-h306-k-no,https://www.google.com/maps/place/Old+Town+San+Diego/data=!4m7!3m6!1s0x80deab1e40ea4445:0x30cec24df5e87fa6!8m2!3d32.7558268!4d-117.1972614!16s%2Fg%2F11hzndy00j!19sChIJRUTqQB6r3oARpn_o9U3CzjA,32.7558125,-117.1973125
Torrey Pines State Reserve,Acres of oceanside trails for exploring or exercising while spotting occasional dolphins or bobcats.,4.8,12952,Nature preserve,"12600 N Torrey Pines Rd, La Jolla, CA 92037, United States",La Jolla,"WPGR+P6 La Jolla, San Diego, CA, USA",parks.ca.gov,+1 858-755-2063,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOVWjhf6U67hF-iwLyAyQ7v8nqPAElNSMaAsCWc=w408-h306-k-no,https://www.google.com/maps/place/Torrey+Pines+State+Reserve/data=!4m7!3m6!1s0x80dc0667ac55946b:0x87b6a72540002fb1!8m2!3d32.9268576!4d-117.2593912!16zL20vMDNrM2Nw!19sChIJa5RVrGcG3IARsS8AQCWntoc,32.9268125,-117.2594375
Whaley House Museum,"Supposedly haunted, highlights are a spinet piano from ""Gone with the Wind"" & Lincoln's life mask.",4.4,1589,History museum,"2476 San Diego Ave, San Diego, CA 92110, United States",San Diego,"QR34+45 San Diego, California, USA",https://www.whaleyhousesandiego.com/,+1 619-786-1143,"10a.m.–4:30p.m., 5–9p.m.","10a.m.–4:30p.m., 5–9p.m.","10a.m.–4:30p.m., 5–9p.m.","10a.m.–4:30p.m., 5–9p.m.","10a.m.–4:30p.m., 5–9p.m.","10a.m.–4:30p.m., 5–9p.m.","10a.m.–4:30p.m., 5–9p.m.",https://lh5.googleusercontent.com/p/AF1QipM6rtN3aWTCCDiIpn983bw2NxcoulmT8P5vNAa3=w408-h306-k-no,https://www.google.com/maps/place/Whaley+House+Museum/data=!4m7!3m6!1s0x80dbffb48a2a6d55:0xe470d974d77b14d2!8m2!3d32.7527561!4d-117.1946067!16s%2Fm%2F064nyg2!19sChIJVW0qirT_24AR0hR713TZcOQ,32.7528125,-117.1945625
San Diego Natural History Museum,"Large natural history museum with rotating displays on animals, dinosaurs & earth science.",4.6,2751,Museum,"1788 El Prado, San Diego, CA 92101, United States",San Diego,"PVJ3+W3 San Diego, California, USA",https://www.sdnat.org/,+1 619-232-3821,10a.m.–5p.m.,Closed,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,10a.m.–5p.m.,https://lh5.googleusercontent.com/p/AF1QipMpjESlJi8_PwefvzbNgElwOv-9gzdcHRFgb0-V=w408-h306-k-no,https://www.google.com/maps/place/San+Diego+Natural+History+Museum/data=!4m7!3m6!1s0x80d95496575f4037:0xae3d154aeab6427b!8m2!3d32.7323223!4d-117.147364!16s%2Fm%2F02pmw4j!19sChIJN0BfV5ZU2YARe0K26koVPa4,32.7323125,-117.1473125
