title,attributes,rating,reviewCount,category,address,city,plusCode,website,phoneNumber,tuesday,wednesday,thursday,friday,saturday,sunday,monday,imgUrl,placeUrl,latitude,longitude
Nike Clearance Store,"Chain retailer selling a range of Nike athletic footwear, apparel & accessories.    ·  In-store shopping  ·  In-store pick-up",4.2,1699,Sportswear store,"1275 Marina Blvd, San Leandro, CA 94577, United States",San Leandro,"PR5P+XJ San Leandro, California, USA",nike.com,+1 510-483-3650,10AM–9PM,10AM–9PM,10AM–9PM,10AM–9PM,10AM–9PM,10AM–7PM,10AM–9PM,https://lh5.googleusercontent.com/p/AF1QipPzd5lKJGldHzwIGXWqopOuA39KgKu1mINQKCPi=w408-h306-k-no,https://www.google.com/maps/place/Nike+Clearance+Store/data=!4m7!3m6!1s0x808f8ff1fa778387:0xa8d28c25bbcb1602!8m2!3d37.7099718!4d-122.1633956!16s%2Fg%2F1th0yldl!19sChIJh4N3-vGPj4ARAhbLuyWM0qg,37.7099375,-122.1634375
Eyelashes serum shop,,,,Shopping mall,"627 Trestle Glen Rd, Oakland, CA 94610, United States",Oakland,"RQ64+5V Oakland, California, USA",,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jBkZE5-qAfq7PP_SeV5Mhw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.48087&pitch=0&thumbfov=100,https://www.google.com/maps/place/Eyelashes+serum+shop/data=!4m7!3m6!1s0x808f8742430816f1:0x10e0dbf773d60492!8m2!3d37.8104878!4d-122.2428215!16s%2Fg%2F11ft49r7pf!19sChIJ8RYIQ0KHj4ARkgTWc_fb4BA,37.8104375,-122.2428125
CJ 叫货,,,,Shopping mall,"201 2nd St, Oakland, CA 94607, United States",Oakland,"QPVH+FP Oakland, California, USA",,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V-VFE6iMY6XIHsrlK-_92Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.33873&pitch=0&thumbfov=100,https://www.google.com/maps/place/CJ+%E5%8F%AB%E8%B4%A7/data=!4m7!3m6!1s0x808f816aa5f9ffc3:0x1ca927bd52eb8a05!8m2!3d37.7937038!4d-122.2706544!16s%2Fg%2F11j7jcwyq3!19sChIJw__5pWqBj4ARBYrrUr0nqRw,37.7936875,-122.2706875
Fairway Shopping Center,,4.2,196,Shopping mall,"1104 Forest Ave, Pacific Grove, CA 93950, United States",Pacific Grove,"J35G+2R Pacific Grove, California, USA",fairway-center.com,+1 831-649-6690,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,Closed,8AM–9PM,https://lh5.googleusercontent.com/p/AF1QipO_nqfslwBGr_xgW37E0lEiEwqHRSlvb55mhuMF=w408-h544-k-no,https://www.google.com/maps/place/Fairway+Shopping+Center/data=!4m7!3m6!1s0x808de6b640ba357b:0x5b521f08534a7d1a!8m2!3d36.6075181!4d-121.9229554!16s%2Fg%2F1ty74h8k!19sChIJezW6QLbmjYARGn1KUwgfUls,36.6075625,-121.9229375
American Tin Cannery Outlets,"Tranquil shopping center with retail outlets, specialty boutiques, an art gallery & casual eateries.",3.6,601,Shopping mall,"125 Ocean View Blvd, Monterey, CA 93940, United States",Monterey,"J39W+FC Monterey, California, USA",americantincannery.com,+1 831-372-1442,10AM–6PM,10AM–6PM,10AM–6PM,10AM–6PM,10AM–6PM,10AM–6PM,10AM–6PM,https://lh5.googleusercontent.com/p/AF1QipPQpIrw5h35mzFrksl4U5N7-ihWS2ccfZS8X00z=w408-h272-k-no,https://www.google.com/maps/place/American+Tin+Cannery+Outlets/data=!4m7!3m6!1s0x808de6aad83c3341:0x8c7411d069c42af0!8m2!3d36.6186375!4d-121.9039956!16s%2Fg%2F1vzn5sst!19sChIJQTM82KrmjYAR8CrEadARdIw,36.6186875,-121.9039375
Country Club Gate Center,,4.4,137,Shopping mall,"200 Country Club Gate Center, Pacific Grove, CA 93950, United States",Pacific Grove,"J35F+6R Pacific Grove, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOGpsKc1fDPcOheq_ldgbgMuGNi-VNnaohGMbuI=w408-h544-k-no,https://www.google.com/maps/place/Country+Club+Gate+Center/data=!4m7!3m6!1s0x808de6c9fa442871:0x93135b016eb2b493!8m2!3d36.6080839!4d-121.9254424!16s%2Fg%2F11j017j7jm!19sChIJcShE-snmjYARk7SybgFbE5M,36.6080625,-121.9254375
Del Monte Shopping Center,"Retail complex with brand-name shops & restaurants, plus a movie theater & live concerts.",4.4,3582,Shopping mall,"1410 Del Monte Center, Monterey, CA 93940, United States",Monterey,"H4M3+J2 Monterey, California, USA",chrome-error://chromewebdata/,+1 831-372-4540,10AM–9PM,10AM–9PM,10AM–9PM,10AM–9PM,10AM–7PM,11AM–5PM,10AM–9PM,https://lh5.googleusercontent.com/p/AF1QipNLwGtjWMMM83A7uReCInldGQJoMyPYKGV78o-p=w408-h306-k-no,https://www.google.com/maps/place/Del+Monte+Shopping+Center/data=!4m7!3m6!1s0x808de42b48f2ebd3:0x2f5855a0934371af!8m2!3d36.5840219!4d-121.8974125!16zL20vMDlxMDlw!19sChIJ0-vySCvkjYARr3FDk6BVWC8,36.5840625,-121.8974375
Shopping Center,,4.2,10,Shopping mall,"560 Munras Ave, Monterey, CA 93940, United States",Monterey,"H4W4+XW Monterey, California, USA",,,10AM–9PM,10AM–9PM,10AM–9PM,10AM–9PM,10AM–7PM,11AM–5PM,10AM–9PM,https://lh5.googleusercontent.com/p/AF1QipMQ9Lk1kIeHf_jnSOUbJM85m937u8oMNILsThxe=w408-h306-k-no,https://www.google.com/maps/place/Shopping+Center/data=!4m7!3m6!1s0x808de42441cb7c25:0xfbcd75fd3eae4005!8m2!3d36.5974292!4d-121.8927031!16s%2Fg%2F11f11pp3tw!19sChIJJXzLQSTkjYARBUCuPv11zfs,36.5974375,-121.8926875
Cannery Row Plaza,,,,Shopping mall,"484 Cannery Row, Monterey, CA 93940, United States",Monterey,"J462+WQ Monterey, California, USA",https://www.canneryrowplaza.net/,+1 855-226-7697,10AM–7:30PM,10AM–7:30PM,10AM–7:30PM,10AM–7:30PM,10AM–7:30PM,10AM–7:30PM,10AM–7:30PM,https://lh5.googleusercontent.com/p/AF1QipOizBUpUi294yuW0fEeub0mral8ZXbgtkyAY1ql=w408-h272-k-no,https://www.google.com/maps/place/Cannery+Row+Plaza/data=!4m7!3m6!1s0x808de5c83c675c15:0x4dac7fb6a22e6060!8m2!3d36.6122527!4d-121.8981208!16s%2Fg%2F11j3bwhslq!19sChIJFVxnPMjljYARYGAuorZ_rE0,36.6123125,-121.8980625
Public restroom,,,,Shopping mall,"700 Cannery Row, Monterey, CA 93940, United States",Monterey,"J482+H2 Monterey, California, USA",,,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–12AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOssm8OSto4ycQokNXunf8jxIapl0NrkQagEr4w=w408-h725-k-no,https://www.google.com/maps/place/Public+restroom/data=!4m7!3m6!1s0x808de5af95737b69:0x6978e15aaff010f9!8m2!3d36.6164341!4d-121.8999236!16s%2Fg%2F11g0hz1x1l!19sChIJaXtzla_ljYAR-RDwr1rheGk,36.6164375,-121.8999375
The Barnyard Shopping Village,,4.4,688,Shopping mall,"3663 The Barnyard, Carmel-By-The-Sea, CA 93923, United States",Carmel-By-The-Sea,"G3RR+7X Carmel-By-The-Sea, California, USA",https://www.thebarnyard.com/,+1 831-624-8886,10AM–6PM,10AM–6PM,10AM–6PM,10AM–6PM,10AM–6PM,11AM–5PM,10AM–6PM,https://lh5.googleusercontent.com/p/AF1QipNFulsBCVSTi2v3j82t_S_Jnogsk_I6neqEik0t=w408-h306-k-no,https://www.google.com/maps/place/The+Barnyard+Shopping+Village/data=!4m7!3m6!1s0x808de8aa1cc374f7:0x35a140af3b0c87b2!8m2!3d36.5407246!4d-121.9075407!16s%2Fg%2F1tfls7gp!19sChIJ93TDHKrojYARsocMO69AoTU,36.5406875,-121.9075625
Carmel Plaza,"Chic outdoor mall with high-end retail shops, winery tasting rooms, cafes & fitness studios.",4.5,1544,Shopping mall,"Mission St, Carmel-By-The-Sea, CA 93921, United States",Carmel-By-The-Sea,"H33H+QP Carmel-By-The-Sea, California, USA",carmelplaza.com,+1 831-624-0138,10AM–6PM,10AM–6PM,10AM–6PM,10AM–6PM,10AM–6PM,11AM–5PM,10AM–6PM,https://lh5.googleusercontent.com/p/AF1QipOMkJMMJuqEe-BvcCUVsF5XT41Ag42sWqqoM10r=w513-h240-k-no,https://www.google.com/maps/place/Carmel+Plaza/data=!4m7!3m6!1s0x808de614d9669021:0xe16814e5ad99840c!8m2!3d36.554492!4d-121.9206403!16s%2Fg%2F1tdmq8py!19sChIJIZBm2RTmjYARDISZreUUaOE,36.5544375,-121.9206875
The Crossroads Carmel,,4.4,1213,Shopping mall,"243 Crossroads Blvd, Carmel-By-The-Sea, CA 93923, United States",Carmel-By-The-Sea,"G3PQ+XR Carmel-By-The-Sea, California, USA",https://thecrossroadscarmel.com/,,10AM–6PM,10AM–6PM,10AM–6PM,10AM–6PM,10AM–6PM,12–5PM,10AM–6PM,https://lh5.googleusercontent.com/p/AF1QipMQ6AUF93iXx31Nh3ctnDLL_yIiPbPO_wdcKHxt=w408-h295-k-no,https://www.google.com/maps/place/The+Crossroads+Carmel/data=!4m7!3m6!1s0x808de8a9069c868f:0x67a8f1159adb802b!8m2!3d36.5374146!4d-121.9104105!16s%2Fg%2F1tk4rcy6!19sChIJj4acBqnojYARK4DbmhXxqGc,36.5374375,-121.9104375
"American Cancer Society Discovery Shop - Pacific Grove, CA",·  In-store shopping,4.5,50,Thrift store,"198 Country Club Gate, Pacific Grove, CA 93950, United States",Pacific Grove,"J35F+6H Pacific Grove, California, USA",https://www.cancer.org/involved/donate/more-ways-to-give/discovery-shops-national.html,+1 831-372-0866,10AM–5PM,10AM–5PM,10AM–5PM,10AM–5PM,10AM–5PM,12–4PM,Closed,https://lh5.googleusercontent.com/p/AF1QipM0nKAEa-ICi6EbDvFBYPEgpYI8y5kXMASJh38W=w408-h725-k-no,"https://www.google.com/maps/place/American+Cancer+Society+Discovery+Shop+-+Pacific+Grove,+CA/data=!4m7!3m6!1s0x808de7ccc9923291:0xc7e9f8b9060c2441!8m2!3d36.6080146!4d-121.9261013!16s%2Fg%2F1tg5v8hh!19sChIJkTKSycznjYARQSQMBrn46cc",36.6080625,-121.9260625
habitat,·  In-store shopping,5,6,Store,"169 Fountain Ave, Pacific Grove, CA 93950, United States",Pacific Grove,"J3CM+CF Pacific Grove, California, USA",,+1 831-236-4600,Closed,11AM–5PM,11AM–5PM,11AM–5PM,11AM–5PM,12–4PM,11AM–5PM,https://lh5.googleusercontent.com/p/AF1QipNGCgBVLx0yzQVPUeRZ41eBgY0B0a-tmwJdjC_M=w408-h544-k-no,https://www.google.com/maps/place/habitat/data=!4m7!3m6!1s0x808de423ee1712ff:0xf31fa944df38a31!8m2!3d36.6210131!4d-121.916285!16s%2Fg%2F1260jcs2l!19sChIJ_xIX7iPkjYARMYrzTZT6MQ8,36.6210625,-121.9163125
TIDES,·  In-store shopping,5,5,Gift shop,"216 Forest Ave, Pacific Grove, CA 93950, United States",Pacific Grove,"J3CJ+7P Pacific Grove, California, USA",tidespacificgrove.com,+1 831-642-0201,1:30–6:30PM,1:30–6:30PM,1:30–6:30PM,1:30–6:30PM,1:30–6:30PM,1:30–6:30PM,Closed,https://lh5.googleusercontent.com/p/AF1QipMETVn3_m0A930yW2OTGfx3AjboHCx42ViE8FbN=w408-h321-k-no,https://www.google.com/maps/place/TIDES/data=!4m7!3m6!1s0x808de149216bf97f:0x2a4fb6383bd3df48!8m2!3d36.6206331!4d-121.9181881!16s%2Fg%2F11f5lyh7mg!19sChIJf_lrIUnhjYARSN_TOzi2Tyo,36.6206875,-121.9181875
Pendleton,"Known for wool apparel & blankets, this chain also sells non-wool clothing, decor items & linens.    ·  In-store shopping",4.1,54,Clothing store,"751 Cannery Row Suite 113, Monterey, CA 93940, United States",Monterey,"J38X+MH Monterey, California, USA",https://www.pendleton-usa.com/,+1 831-655-4302,10AM–7PM,10AM–7PM,10AM–7PM,10AM–7PM,10AM–7PM,10AM–7PM,10AM–7PM,https://lh5.googleusercontent.com/p/AF1QipNZo0sIm0PTQmxhoE5h2LDuS1fseI6KsuEZPzLA=w408-h306-k-no,https://www.google.com/maps/place/Pendleton/data=!4m7!3m6!1s0x808de6aad58ef5ad:0xf52fef0a5be29240!8m2!3d36.6167442!4d-121.9011063!16s%2Fg%2F1tdqzyq_!19sChIJrfWO1armjYARQJLiWwrvL_U,36.6166875,-121.9010625
Pacific Heights Plaza,,,,Shopping mall,"1153 - 1173, Fremont Blvd, Seaside, CA 93955, United States",Fremont Blvd,"J564+42 Seaside, California, USA",,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMqBCuY2H-xUP6JDMnJvDpMj-4wF_ReWa6MwxJH=w408-h583-k-no,https://www.google.com/maps/place/Pacific+Heights+Plaza/data=!4m7!3m6!1s0x808de53f7d33c785:0xb72c098d27be365e!8m2!3d36.6103179!4d-121.8449227!16s%2Fg%2F11j4nj51z8!19sChIJhcczfT_ljYARXja-J40JLLc,36.6103125,-121.8449375
Fashion Valley,"Large shopping center with chain department stores, a movie theater & casual dining options.",4.5,14623,Shopping mall,"7007 Friars Rd, San Diego, CA 92108, United States",San Diego,"QR9M+68 San Diego, California, USA",https://www.simon.com/bot-challenge?url=L21hbGwvZmFzaGlvbi12YWxsZXk/&uuid=c432925b-5f6e-11ed-835a-6248714a6968&vid=,+1 619-688-9113,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,11a.m.–7p.m.,10a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipNj6WQla61GNkO-iCEFNdVa2GcEfRyfH1MqcjXu=w408-h544-k-no,https://www.google.com/maps/place/Fashion+Valley/data=!4m7!3m6!1s0x80d9553162b758f9:0x246bc0db149ab1c2!8m2!3d32.7681182!4d-117.1667284!16zL20vMGc5XzBs!19sChIJ-Vi3YjFV2YARwrGaFNvAayQ,32.7680625,-117.1666875
Westfield UTC,"Outdoor shopping center with upmarket chain retailers, a movie theater & a skating rink.",4.5,10942,Shopping mall,"4545 La Jolla Village Dr Ste E-25, San Diego, CA 92122, United States",San Diego,"VQCQ+CC San Diego, California, USA",https://www.westfield.com/utc,+1 858-546-8858,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,11a.m.–7p.m.,10a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipOAaveMShGArXUE9gPc0UyqHh2JvKM795fE7mEG=w408-h306-k-no,https://www.google.com/maps/place/Westfield+UTC/data=!4m7!3m6!1s0x80dc00d32cd783f5:0x8bdee39ec9bf5d98!8m2!3d32.8710546!4d-117.2114223!16zL20vMGc5emNj!19sChIJ9YPXLNMA3IARmF2_yZ7j3os,32.8710625,-117.2114375
Westfield Mission Valley,,4.3,12972,Shopping mall,"1640 Camino Del Rio N, San Diego, CA 92108, United States",San Diego,"QV92+9J San Diego, California, USA",https://www.westfield.com/missionvalley,+1 619-296-6375,11a.m.–8p.m.,11a.m.–8p.m.,11a.m.–8p.m.,10a.m.–9p.m.,10a.m.–9p.m.,11a.m.–8p.m.,11a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipPSV0iTB551lJmvJaAU20qp3AyygwfJ8Rg90ARB=w426-h240-k-no,https://www.google.com/maps/place/Westfield+Mission+Valley/data=!4m7!3m6!1s0x80d95519a9fe69b3:0x609cd8d90a9cf6ab!8m2!3d32.76839!4d-117.1484115!16zL20vMGc5emtj!19sChIJs2n-qRlV2YARq_acCtnYnGA,32.7684375,-117.1484375
Balboa Mesa Shopping Center,"Contemporary, palm-treed strip mall with restaurants, retail & services, plus a grocery store.",4.3,3472,Shopping mall,"5401-5605 Balboa Ave, San Diego, CA 92111, United States",San Diego,"RR9C+MF San Diego, California, USA",https://www.regencycenters.com/property/detail/60617/BalboaMesaShoppingCenter,+1 858-847-4600,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,https://lh5.googleusercontent.com/p/AF1QipNmi9QNbUHOQlTQ5R_ghqbWC7CTXlQ2Xn2_DdRJ=w423-h240-k-no,https://www.google.com/maps/place/Balboa+Mesa+Shopping+Center/data=!4m7!3m6!1s0x80dc0074730d7da3:0xc9684af79f47fa7c!8m2!3d32.819205!4d-117.1788223!16s%2Fg%2F1tgkhl4w!19sChIJo30Nc3QA3IARfPpHn_dKaMk,32.8191875,-117.1788125
Hazard Center,"Shopping mall with chain retailers, casual dining options, a movie theater & a dance studio.",4.2,2514,Shopping mall,"7610 Hazard Center Dr, San Diego, CA 92108, United States",San Diego,"QRCR+8J San Diego, California, USA",https://hazardcenter.com/?utm_source=GBP&utm_medium=Organic&utm_campaign=Google_Business_Profile,+1 619-543-8111,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,5a.m.–10p.m.,7a.m.–10p.m.,7a.m.–10p.m.,5a.m.–10p.m.,https://lh5.googleusercontent.com/p/AF1QipPO9dpEtQ9o5QinjQPSpzbX4rqcLRQInTU84elS=w408-h306-k-no,https://www.google.com/maps/place/Hazard+Center/data=!4m7!3m6!1s0x80d9553bb477d951:0x7de64b300a55d870!8m2!3d32.7708649!4d-117.1584995!16s%2Fg%2F1tg_lxwz!19sChIJUdl3tDtV2YARcNhVCjBL5n0,32.7708125,-117.1584375
Rosecrans Shopping Center,"Small shopping center with local stores & services, plus casual international eateries.",4.1,543,Shopping mall,"3555 Rosecrans St, San Diego, CA 92110, United States",San Diego,"PQXW+W3 San Diego, California, USA",,+1 858-208-0002,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,10a.m.–7p.m.,Closed,Closed,10a.m.–7p.m.,https://lh5.googleusercontent.com/p/AF1QipMCs_Pq6vDAGtn5WekpsMObXbXjY2kz2D_BCpf4=w408-h306-k-no,https://www.google.com/maps/place/Rosecrans+Shopping+Center/data=!4m7!3m6!1s0x80deaae3a4cb3ed9:0x8fbd638b9b27a536!8m2!3d32.7497847!4d-117.2047651!16s%2Fg%2F1tf4385f!19sChIJ2T7LpOOq3oARNqUnm4tjvY8,32.7498125,-117.2048125
Clairemont Town Square,"Shopping mall with chain shops for apparel & home goods, plus a movie theater & several food venues.",4.4,4119,Shopping mall,"4821 Clairemont Dr, San Diego, CA 92117, United States",San Diego,"RQJW+4J San Diego, California, USA",chrome-error://chromewebdata/,+1 858-272-0992,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOmnLVhHlvuEsdYLI9bKM782xr78jcWUmi_qUqi=w408-h306-k-no,https://www.google.com/maps/place/Clairemont+Town+Square/data=!4m7!3m6!1s0x80dc00f604fb8003:0x43becdc54724f160!8m2!3d32.8303572!4d-117.2033988!16s%2Fg%2F1vvyycm5!19sChIJA4D7BPYA3IARYPEkR8XNvkM,32.8303125,-117.2034375
Plaza Del Rio Shopping Center,,4.4,326,Shopping mall,"1152-1198 Camino De La Reina, San Diego, CA 92108, United States",San Diego,"QR9X+J3 San Diego, California, USA",https://sihiproperties.com/property/village-at-arrowhead/,,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,11a.m.–7p.m.,10a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipNsbGaROLPk1IZpa39Qkl9Ue1475ijMWX_k_m7X=w408-h306-k-no,https://www.google.com/maps/place/Plaza+Del+Rio+Shopping+Center/data=!4m7!3m6!1s0x80d95522d216845d:0xdc4b5965d8326565!8m2!3d32.7690033!4d-117.1522599!16s%2Fg%2F11c70clm4n!19sChIJXYQW0iJV2YARZWUy2GVZS9w,32.7690625,-117.1523125
Seaport Village,"Waterside complex with shops, eateries, entertainment & relaxed grounds featuring fountains & ponds.",4.6,23847,Shopping mall,"849 W Harbor Dr, San Diego, CA 92101, United States",San Diego,"PR5H+JJ San Diego, California, USA",https://seaportvillage.com/,+1 619-530-0704,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipOLDH-JiRuEDatS7pqDRNSMMWErA6EUdpWyXDfO=w408-h544-k-no,https://www.google.com/maps/place/Seaport+Village/data=!4m7!3m6!1s0x80d95354fd94ac8f:0x3e4c5c4163d7af44!8m2!3d32.7090645!4d-117.1709366!16zL20vMDd0Mnpj!19sChIJj6yU_VRT2YARRK_XY0FcTD4,32.7090625,-117.1709375
Las Americas Premium Outlets,,4.6,20168,Outlet mall,"4211 Camino De La Plaza, San Diego, CA 92173, United States",San Diego,"GXV5+MG San Diego, California, USA",https://www.premiumoutlets.com/bot-challenge?url=L291dGxldC9sYXMtYW1lcmljYXM/&uuid=e1a576a3-5f6e-11ed-adbd-6b6573774d43&vid=,+1 619-934-8400,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,11a.m.–7p.m.,10a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipPBbyKbz-FyQjiFgs_jwBt67sPbrLvxEw-IruM4=w408-h306-k-no,https://www.google.com/maps/place/Las+Americas+Premium+Outlets/data=!4m7!3m6!1s0x80d9491ab03aad91:0xc98a20c23a513ff5!8m2!3d32.5442297!4d-117.0411319!16s%2Fm%2F010x5js8!19sChIJka06sBpJ2YAR9T9ROsIgisk,32.5441875,-117.0411875
Friars Mission Center,"A familiar mix of retailers, services & eateries on offer in a straightforward shopping plaza.",4.3,2372,Shopping mall,"5604-5698 Mission Center Rd, San Diego, CA 92108, United States",San Diego,"QRGV+5R San Diego, California, USA",https://www.regencycenters.com/property/detail/650/FriarsMissionCenter,+1 858-847-4600,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,https://lh5.googleusercontent.com/p/AF1QipORgo7MtoShnwa8h4MyqZa1i0mGCFp-lMQa_Iyw=w423-h240-k-no,https://www.google.com/maps/place/Friars+Mission+Center/data=!4m7!3m6!1s0x80d95539358346b1:0xdf5377829d973e96!8m2!3d32.7754966!4d-117.1553845!16s%2Fg%2F1txnprky!19sChIJsUaDNTlV2YARlj6XnYJ3U98,32.7754375,-117.1554375
Valley del Rio shopping center,,4.8,11,Shopping mall,"4242 Camino Del Rio N, San Diego, CA 92108, United States",San Diego,"QVJW+4H San Diego, California, USA",,,9a.m.–9p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,7:30a.m.–9p.m.,10a.m.–8p.m.,10a.m.–8p.m.,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HAvgwYT5_c-3HPn8IaelOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.41902637&pitch=0&thumbfov=100,https://www.google.com/maps/place/Valley+del+Rio+shopping+center/data=!4m7!3m6!1s0x80d9555c57b6d17f:0x24307486fff3586b!8m2!3d32.7802943!4d-117.1035743!16s%2Fg%2F11h00dzbpy!19sChIJf9G2V1xV2YARa1jz_4Z0MCQ,32.7803125,-117.1035625
"Gaslamp, San Diego",,4.5,565,Shopping mall,"Horton Plaza, San Diego, CA 92101, United States",San Diego,"PR7R+54 San Diego, California, USA",https://www.gaslamp.org/,,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipMwMnXCggIT0orsxXflxcZwWHGMIIIio7kB8RLW=w408-h306-k-no,"https://www.google.com/maps/place/Gaslamp,+San+Diego/data=!4m7!3m6!1s0x80d95358191122e9:0x33ff0184fe61bd22!8m2!3d32.7129462!4d-117.1596788!16s%2Fg%2F11fxcfkm8z!19sChIJ6SIRGVhT2YARIr1h_oQB_zM",32.7129375,-117.1596875
4S Commons Town Center,,4.4,1823,Shopping mall,"10511-10543, 4S Commons Dr, San Diego, CA 92127, United States",San Diego,"2V9P+RV San Diego, California, USA",http://view.ceros.com/regency-centers/4s-commons/p/1,+1 858-847-4600,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,6a.m.–11p.m.,https://lh5.googleusercontent.com/p/AF1QipMOcZwAUDojwooDJ6uRP4D5oAdvUCzTLeBYbC1y=w423-h240-k-no,https://www.google.com/maps/place/4S+Commons+Town+Center/data=!4m7!3m6!1s0x80dbf6e294ba5d0f:0xff6bc71d12e9716c!8m2!3d33.0195407!4d-117.1128561!16s%2Fg%2F1tctfxbz!19sChIJD126lOL224ARbHHpEh3Ha_8,33.0195625,-117.1128125
Clairemont Village,,4.4,247,Shopping mall,"Clairemont Dr, San Diego, CA 92117, United States",San Diego,"QRV4+WR San Diego, California, USA",,,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,9a.m.–11p.m.,https://lh5.googleusercontent.com/p/AF1QipO3b_wxPodpB7T8lTZAOLpCHx5TBKwGh3RPkNkd=w532-h240-k-no,https://www.google.com/maps/place/Clairemont+Village/data=!4m7!3m6!1s0x80dc001e95d9233f:0x4308aebb1ea5429!8m2!3d32.7947618!4d-117.192945!16s%2Fg%2F11j8fgxtgm!19sChIJPyPZlR4A3IARKVTqseuKMAQ,32.7948125,-117.1929375
Carmel Mountain Plaza,"Relaxed, open-air shopping center with a supermarket, big-box stores, fast food & sit-down eateries.",4.4,3119,Shopping mall,"11602 Carmel Mountain Rd, San Diego, CA 92128, United States",San Diego,"XWH9+V7 San Diego, California, USA",properties.kimcorealty.com,+1 833-800-4343,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,10a.m.–9p.m.,11a.m.–6p.m.,10a.m.–9p.m.,https://lh5.googleusercontent.com/p/AF1QipP-cOr59sjeg7kLupPtPqTInnZ_m2vzjywYJ8Lc=w532-h240-k-no,https://www.google.com/maps/place/Carmel+Mountain+Plaza/data=!4m7!3m6!1s0x80dbfbe8500364c7:0xa3faad98ed88628f!8m2!3d32.9797098!4d-117.0817682!16s%2Fg%2F1tfg3cs4!19sChIJx2QDUOj724ARj2KI7Zit-qM,32.9796875,-117.0818125
West Point Loma Shopping Center,,4.4,114,Shopping mall,"4001 W Point Loma Blvd, San Diego, CA 92110, United States",San Diego,"QQ3H+93 San Diego, California, USA",,,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,10a.m.–8p.m.,https://lh5.googleusercontent.com/p/AF1QipPj8tvy4NICrvzlvyeUdYUzLm2L5QxA350ejdfW=w408-h549-k-no,https://www.google.com/maps/place/West+Point+Loma+Shopping+Center/data=!4m7!3m6!1s0x80deaa583cec1159:0xf2de7b3f0aa24cf3!8m2!3d32.753438!4d-117.222304!16s%2Fg%2F1v_z4mx9!19sChIJWRHsPFiq3oAR80yiCj973vI,32.7534375,-117.2223125
